Feature	Gain	Cover	Frequency
Master_mpagosdolares_rank	0.00140457716177545	0.00218162867754753	0.00229019422292757
ctransferencias_recibidas_tend6	0.00140323092460063	0.00140575346933217	0.00191972162804223
chomebanking_transacciones_lag1	0.00139965231615838	0.00124847646470153	0.00158949993592713
vm_mlimitecompra_rank_delta1	0.0013917945599011	0.000784338366156683	0.00227376528302135
vm_madelantodolares_rank_delta1	0.00139165215975899	0.000761260574065731	0.00228362264696508
Master_msaldototal_rank_tend6	0.00139051610174086	0.000964823882976277	0.00235344564156653
mpasivos_margen_rank_lag1	0.001388345559537	0.00101154128606676	0.00142356764287428
mextraccion_autoservicio_rank_lag1	0.00138539966973973	0.000903966768445148	0.00203225986639986
mttarjeta_visa_debitos_automaticos_rank	0.00138456066868077	0.00106912111881324	0.00201172369151708
Master_mlimitecompra_rank_delta1	0.0013833788349507	0.000699336509491029	0.00236658879349151
mpayroll_sobre_edad_rank_lag1	0.00138167325320858	0.00142622324803937	0.00206347485222169
minversion2_rank_lag1	0.00138101990930548	0.000785387595850836	0.00233455236067438
vm_msaldodolares_rank_delta1	0.00138096952180446	0.000861071323850172	0.00225980068410106
mpagomiscuentas_rank_delta1	0.00137768905479477	0.000856544367179077	0.00227540817701197
mtarjeta_visa_descuentos_rank_lag1	0.00137581759443572	0.000873787018761068	0.00258262935325835
vm_madelantodolares_rank_lag1	0.00137545823556545	0.000822638516550341	0.00252348516959595
vm_msaldopesos_rank_tend6	0.00137368552808729	0.0011130568606587	0.00187947072527198
mrentabilidad_rank_delta1	0.00136949981938006	0.000783844219903877	0.00210619009597787
Visa_cconsumos_tend6	0.00136883621025613	0.000980025312187662	0.00177268261588153
mprestamos_prendarios_rank_lag1	0.0013682415080585	0.000868069994643178	0.00250212754771786
Master_fultimo_cierre_tend6	0.00136759046449561	0.00272123288779411	0.00154596324517564
Master_madelantodolares_rank_delta1	0.00136491213625338	0.000837683729174024	0.00231073039781035
ccomisiones_otras_tend6	0.00136343417489506	0.00134214495979719	0.00199611619860617
Visa_msaldodolares_rank	0.00136288599577758	0.000675013378651341	0.00194518648489688
vm_mpagado_rank_lag1	0.00136237215699291	0.000969056097913804	0.00233373091367906
Visa_msaldodolares_rank_delta1	0.00136014584905882	0.000592742190251311	0.0021308335058372
Visa_mlimitecompra_rank_delta1	0.00135881020349598	0.00142263347526414	0.00245776940997105
mtarjeta_master_descuentos_rank_lag1	0.00135485136750934	0.000803148762779533	0.00239944667330396
thomebanking	0.00135160248932483	0.00329081802135723	0.000584870260661561
mextraccion_autoservicio_rank_delta1	0.00135144945358147	0.000764605065984805	0.00222529991029799
Master_mpagosdolares_rank_delta1	0.00134864567161727	0.000710100855712141	0.00236166011151964
mforex_buy_rank_delta1	0.00134818762887824	0.000902953095080172	0.00241505416621487
Master_mpagado_rank_delta1	0.00134696990263656	0.00075834559104008	0.002138226528795
mcheques_depositados_rechazados_rank_lag1	0.00134593823774366	0.000735199519234074	0.00239123220335085
vm_mpagosdolares_rank	0.00134559816006165	0.000839425873673359	0.00237808905142587
vm_mpagominimo_rank	0.00134479230630537	0.00186511985068629	0.00133074413240411
vm_mpagominimo_rank_tend6	0.00134009806223396	0.000959469562323577	0.00211851180090753
rf_020_024	0.00133977170362194	0.000878798639997189	0.000156074929109124
Master_msaldototal_rank_delta1	0.00133886134067956	0.000975727968461813	0.00239369654433678
mv_status07_rank	0.00133570839483275	0.000696305838311422	0.00199693764560148
mpayroll_rank_delta1	0.00133424602707414	0.00105205324248832	0.00229923013987599
vm_msaldototal_rank	0.00133226747886036	0.000960855652102201	0.000929877998692256
mv_status07_rank_tend6	0.00133154461843498	0.000857700757289701	0.00228362264696508
rf_004_028	0.0013301099378121	0.00101526117188071	0.000156074929109124
Master_mpagospesos_rank_delta1	0.00132482873307011	0.000680827445531058	0.00225405055513388
mplazo_fijo_pesos_rank_delta1	0.00132463172557335	0.00110120712135498	0.00235015985358529
vm_msaldodolares_rank_lag1	0.00132313099148705	0.000673240707742567	0.00222283556931205
matm_rank_lag1	0.00132107380325836	0.000775394821972865	0.0021308335058372
mpayroll_sobre_edad_rank_delta1	0.00132032732276063	0.00094989915716561	0.00217929887856056
mcuenta_corriente_adicional_rank_delta1	0.00131973969437961	0.000867154462528247	0.00243641178809296
vm_msaldototal_rank_tend6	0.00131552400261178	0.000858377339309528	0.00186797046733762
mtarjeta_visa_consumo_rank_delta1	0.00131499404583961	0.000866183370035529	0.00207497511015604
Visa_mconsumospesos_rank_tend6	0.00131481840768307	0.000791700925625852	0.00212261903588409
mrentabilidad_rank_lag1	0.0013140292911322	0.00138577569771651	0.00187536349029543
ccaja_seguridad	0.00131204833179036	0.00735293278094279	0.000361436677936919
Visa_madelantodolares_rank_tend6	0.00131182200852731	0.00159295326412652	0.00221379965236363
Master_mconsumototal_rank_delta1	0.00131095339757999	0.00075509455734233	0.00241998284818674
mttarjeta_visa_debitos_automaticos_rank_lag1	0.00131025539888833	0.000821822108543335	0.00181129062466115
matm_other_rank_lag1	0.00130840514268312	0.000815585239329843	0.00231976631475877
vm_mfinanciacion_limite_rank_delta1	0.00130670832235052	0.000697366891207716	0.00244216191706014
Master_msaldopesos_rank_delta1	0.00130430055665319	0.000722267855757908	0.00215958415067309
mtransferencias_recibidas_rank_lag1	0.0013022843270869	0.00116999497393249	0.00192382886301879
vm_madelantopesos_rank_delta1	0.00130201752237936	0.000691427365410415	0.00239616088532271
mtarjeta_visa_consumo_rank_tend6	0.00130191575312919	0.000970869152718399	0.0021086544369638
mtransferencias_recibidas_rank_delta1	0.00130128687366342	0.000644102671780619	0.00227212238903073
