envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
17063	57291000	56931000	57531000	57171000	57291000	57531000	57147131.934033
17064	57288000	56928000	57528000	57168000	57288000	57528000	57146290.8545727
17065	57285000	56925000	57525000	57165000	57285000	57525000	57145449.7751124
17066	57282000	56922000	57522000	57162000	57282000	57522000	57144608.6956522
17067	57279000	56919000	57519000	57159000	57279000	57519000	57143755.6221889
17068	57276000	56916000	57516000	57156000	57276000	57516000	57142902.5487256
17069	57273000	56913000	57513000	57153000	57273000	57513000	57142049.4752624
17070	57270000	56910000	57510000	57150000	57270000	57510000	57141184.4077961
17071	57267000	56907000	57507000	57147000	57267000	57507000	57140319.3403298
17072	57264000	56904000	57504000	57144000	57264000	57504000	57139466.2668666
17073	57261000	56901000	57501000	57141000	57261000	57501000	57138613.1934033
17074	57258000	56898000	57498000	57138000	57258000	57498000	57137760.11994
17075	57255000	56895000	57495000	57135000	57255000	57495000	57136907.0464768
17076	57252000	56892000	57492000	57132000	57252000	57492000	57136053.9730135
17077	57249000	56889000	57489000	57129000	57249000	57489000	57135200.8995502
17078	57246000	56886000	57486000	57126000	57246000	57486000	57134347.826087
17079	57243000	56883000	57483000	57123000	57243000	57483000	57133482.7586207
17080	57240000	56880000	57480000	57120000	57240000	57480000	57132617.6911544
17081	57237000	56877000	57477000	57117000	57237000	57477000	57131752.6236882
17082	57234000	56874000	57474000	57114000	57234000	57474000	57130887.5562219
17083	57231000	56871000	57471000	57111000	57231000	57471000	57130022.4887556
17084	57228000	56868000	57468000	57108000	57228000	57468000	57129157.4212894
17085	57225000	56865000	57465000	57105000	57225000	57465000	57128292.3538231
17086	57222000	56862000	57462000	57102000	57222000	57462000	57127439.2803598
17087	57219000	56859000	57459000	57099000	57219000	57459000	57126586.2068966
17088	57216000	56856000	57456000	57096000	57216000	57456000	57125733.1334333
17089	57213000	56853000	57453000	57093000	57213000	57453000	57124880.05997
17090	57210000	56850000	57450000	57090000	57210000	57450000	57124026.9865067
17091	57207000	56847000	57447000	57087000	57207000	57447000	57123173.9130435
17092	57204000	56844000	57444000	57084000	57204000	57444000	57122320.8395802
17093	57201000	56841000	57441000	57081000	57201000	57441000	57121479.7601199
17094	57222000	56958000	57438000	57078000	57198000	57438000	57120638.6806597
17095	57219000	56955000	57435000	57075000	57195000	57435000	57119797.6011994
17096	57216000	56952000	57432000	57072000	57192000	57432000	57118956.5217391
17097	57213000	56949000	57429000	57069000	57189000	57429000	57118115.4422789
17098	57210000	56946000	57426000	57066000	57186000	57426000	57117262.3688156
17099	57207000	56943000	57423000	57063000	57183000	57423000	57116409.2953523
17100	57204000	56940000	57420000	57060000	57180000	57420000	57115556.2218891
17101	57201000	56937000	57417000	57057000	57177000	57417000	57114703.1484258
17102	57198000	56934000	57414000	57054000	57174000	57414000	57113850.0749625
17103	57195000	56931000	57411000	57051000	57171000	57411000	57112997.0014993
17104	57192000	56928000	57408000	57048000	57168000	57408000	57112143.928036
17105	57189000	56925000	57405000	57045000	57165000	57405000	57111302.8485757
17106	57186000	56922000	57402000	57042000	57162000	57402000	57110461.7691154
17107	57183000	56919000	57399000	57039000	57159000	57399000	57109620.6896552
17108	57180000	56916000	57396000	57036000	57156000	57396000	57108767.6161919
17109	57177000	56913000	57393000	57033000	57153000	57393000	57107914.5427286
17110	57174000	56910000	57390000	57030000	57150000	57390000	57107061.4692654
17111	57171000	56907000	57387000	57027000	57147000	57387000	57106208.3958021
17112	57168000	56904000	57384000	57024000	57144000	57384000	57105355.3223388
17113	57189000	57021000	57381000	57021000	57141000	57381000	57104502.2488756
17114	57186000	57018000	57378000	57018000	57138000	57378000	57103649.1754123
17115	57183000	57015000	57375000	57015000	57135000	57375000	57102796.101949
17116	57180000	57012000	57372000	57012000	57132000	57372000	57101931.0344828
17117	57177000	57009000	57369000	57009000	57129000	57369000	57101065.9670165
17118	57174000	57006000	57366000	57006000	57126000	57366000	57100200.8995502
17119	57171000	57003000	57363000	57003000	57123000	57363000	57099335.832084
17120	57168000	5.7e+07	57360000	5.7e+07	57120000	57360000	57098470.7646177
17121	57165000	56997000	57357000	56997000	57117000	57357000	57097605.6971514
17122	57162000	56994000	57354000	56994000	57114000	57354000	57096740.6296852
17123	57159000	56991000	57351000	56991000	57111000	57351000	57095875.5622189
17124	57180000	56988000	57468000	56988000	57108000	57348000	57095010.4947526
17125	57177000	56985000	57465000	56985000	57105000	57345000	57094145.4272864
17126	57174000	56982000	57462000	56982000	57102000	57342000	57093268.3658171
17127	57171000	56979000	57459000	56979000	57099000	57339000	57092391.3043478
17128	57168000	56976000	57456000	56976000	57096000	57336000	57091526.2368816
17129	57165000	56973000	57453000	56973000	57093000	57333000	57090661.1694153
17130	57162000	56970000	57450000	56970000	57090000	57330000	57089784.107946
17131	57183000	56967000	57447000	56967000	57087000	57447000	57088907.0464768
17132	57180000	56964000	57444000	56964000	57084000	57444000	57088029.9850075
17133	57177000	56961000	57441000	56961000	57081000	57441000	57087152.9235382
17134	57174000	56958000	57438000	56958000	57078000	57438000	57086275.862069
17135	57171000	56955000	57435000	56955000	57075000	57435000	57085398.8005997
17136	57192000	56952000	57432000	56952000	57072000	57552000	57084521.7391304
17137	57189000	56949000	57429000	56949000	57069000	57549000	57083644.6776612
17138	57186000	56946000	57426000	56946000	57066000	57546000	57082767.6161919
17139	57183000	56943000	57423000	56943000	57063000	57543000	57081890.5547226
17140	57180000	56940000	57420000	56940000	57060000	57540000	57081013.4932534
17141	57177000	56937000	57417000	56937000	57057000	57537000	57080136.4317841
17142	57174000	56934000	57414000	56934000	57054000	57534000	57079259.3703148
17143	57171000	56931000	57411000	56931000	57051000	57531000	57078382.3088456
17144	57168000	56928000	57408000	56928000	57048000	57528000	57077481.2593703
17145	57213000	57045000	57405000	56925000	57045000	57645000	57076580.2098951
17146	57210000	57042000	57402000	56922000	57042000	57642000	57075679.1604198
17147	57207000	57039000	57399000	56919000	57039000	57639000	57074778.1109445
17148	57204000	57036000	57396000	56916000	57036000	57636000	57073877.0614693
17149	57201000	57033000	57393000	56913000	57033000	57633000	57072976.011994
17150	57198000	57030000	57390000	56910000	57030000	57630000	57072074.9625187
17151	57195000	57027000	57387000	56907000	57027000	57627000	57071173.9130435
17152	57192000	57024000	57384000	56904000	57024000	57624000	57070272.8635682
17153	57189000	57021000	57381000	56901000	57021000	57621000	57069371.814093
17154	57186000	57018000	57378000	56898000	57018000	57618000	57068470.7646177
17155	57183000	57015000	57375000	56895000	57015000	57615000	57067569.7151424
17156	57180000	57012000	57372000	56892000	57012000	57612000	57066668.6656672
17157	57177000	57009000	57369000	56889000	57009000	57609000	57065767.6161919
17158	57174000	57006000	57366000	56886000	57006000	57606000	57064866.5667166
17159	57171000	57003000	57363000	56883000	57003000	57603000	57063965.5172414
17160	57168000	5.7e+07	57360000	56880000	5.7e+07	57600000	57063076.4617691
17161	57165000	56997000	57357000	56877000	56997000	57597000	57062187.4062968
17162	57186000	57114000	57354000	56874000	56994000	57594000	57061286.3568216
17163	57183000	57111000	57351000	56871000	56991000	57591000	57060385.3073463
17164	57180000	57108000	57348000	56868000	56988000	57588000	57059496.2518741
17165	57177000	57105000	57345000	56865000	56985000	57585000	57058607.1964018
17166	57198000	57222000	57342000	56862000	56982000	57582000	57057718.1409295
17167	57195000	57219000	57339000	56859000	56979000	57579000	57056829.0854573
17168	57192000	57216000	57336000	56856000	56976000	57576000	57055928.035982
17169	57189000	57213000	57333000	56853000	56973000	57573000	57055026.9865067
17170	57186000	57210000	57330000	56850000	56970000	57570000	57054125.9370315
17171	57183000	57207000	57327000	56847000	56967000	57567000	57053224.8875562
17172	57180000	57204000	57324000	56844000	56964000	57564000	57052323.838081
17173	57177000	57201000	57321000	56841000	56961000	57561000	57051422.7886057
17174	57174000	57198000	57318000	56838000	56958000	57558000	57050521.7391304
17175	57171000	57195000	57315000	56835000	56955000	57555000	57049620.6896552
17176	57168000	57192000	57312000	56832000	56952000	57552000	57048719.6401799
17177	57165000	57189000	57309000	56829000	56949000	57549000	57047818.5907047
17178	57162000	57186000	57306000	56826000	56946000	57546000	57046917.5412294
17179	57159000	57183000	57303000	56823000	56943000	57543000	57046016.4917541
17180	57180000	57180000	57300000	56940000	56940000	57540000	57045115.4422789
17181	57177000	57177000	57297000	56937000	56937000	57537000	57044214.3928036
17182	57174000	57174000	57294000	56934000	56934000	57534000	57043313.3433283
17183	57171000	57171000	57291000	56931000	56931000	57531000	57042400.2998501
17184	57168000	57168000	57288000	56928000	56928000	57528000	57041487.2563718
17185	57165000	57165000	57285000	56925000	56925000	57525000	57040574.2128936
17186	57162000	57162000	57282000	56922000	56922000	57522000	57039661.1694153
17187	57159000	57159000	57279000	56919000	56919000	57519000	57038748.125937
17188	57156000	57156000	57276000	56916000	56916000	57516000	57037835.0824588
17189	57153000	57153000	57273000	56913000	56913000	57513000	57036922.0389805
17190	57174000	57150000	57270000	57030000	56910000	57510000	57036008.9955022
17191	57171000	57147000	57267000	57027000	56907000	57507000	57035095.952024
17192	57168000	57144000	57264000	57024000	56904000	57504000	57034182.9085457
17193	57165000	57141000	57261000	57021000	56901000	57501000	57033269.8650675
17194	57162000	57138000	57258000	57018000	56898000	57498000	57032356.8215892
17195	57159000	57135000	57255000	57015000	56895000	57495000	57031419.7901049
17196	57156000	57132000	57252000	57012000	56892000	57492000	57030482.7586207
17197	57153000	57129000	57249000	57009000	56889000	57489000	57029533.7331334
17198	57174000	57126000	57246000	57006000	56886000	57606000	57028584.7076462
17199	57171000	57123000	57243000	57003000	56883000	57603000	57027635.6821589
17200	57168000	57120000	57240000	5.7e+07	56880000	57600000	57026686.6566717
17201	57165000	57117000	57237000	56997000	56877000	57597000	57025737.6311844
17202	57162000	57114000	57234000	56994000	56874000	57594000	57024788.6056972
17203	57159000	57111000	57231000	56991000	56871000	57591000	57023839.5802099
17204	57156000	57108000	57228000	56988000	56868000	57588000	57022890.5547226
17205	57153000	57105000	57225000	56985000	56865000	57585000	57021941.5292354
17206	57150000	57102000	57222000	56982000	56862000	57582000	57020992.5037481
17207	57147000	57099000	57219000	56979000	56859000	57579000	57020043.4782609
17208	57144000	57096000	57216000	56976000	56856000	57576000	57019094.4527736
17209	57141000	57093000	57213000	56973000	56853000	57573000	57018145.4272864
17210	57138000	57090000	57210000	56970000	56850000	57570000	57017196.4017991
17211	57135000	57087000	57207000	56967000	56847000	57567000	57016247.3763118
17212	57132000	57084000	57204000	56964000	56844000	57564000	57015298.3508246
17213	57129000	57081000	57201000	56961000	56841000	57561000	57014349.3253373
17214	57126000	57078000	57198000	56958000	56838000	57558000	57013400.2998501
17215	57123000	57075000	57195000	56955000	56835000	57555000	57012451.2743628
17216	57120000	57072000	57192000	56952000	56832000	57552000	57011514.2428786
17217	57117000	57069000	57189000	56949000	56829000	57549000	57010577.2113943
17218	57114000	57066000	57186000	56946000	56826000	57546000	57009640.17991
17219	57111000	57063000	57183000	56943000	56823000	57543000	57008703.1484258
17220	57108000	57060000	57180000	56940000	56820000	57540000	57007766.1169415
17221	57105000	57057000	57177000	56937000	56817000	57537000	57006829.0854573
17222	57102000	57054000	57174000	56934000	56814000	57534000	57005892.053973
17223	57099000	57051000	57171000	56931000	56811000	57531000	57004955.0224888
17224	57096000	57048000	57168000	56928000	56808000	57528000	57004017.9910045
17225	57093000	57045000	57165000	56925000	56805000	57525000	57003080.9595202
17226	57090000	57042000	57162000	56922000	56802000	57522000	57002143.928036
17227	57087000	57039000	57159000	56919000	56799000	57519000	57001206.8965517
17228	57084000	57036000	57156000	56916000	56796000	57516000	57000269.8650675
17229	57081000	57033000	57153000	56913000	56793000	57513000	56999320.8395802
17230	57078000	57030000	57150000	56910000	56790000	57510000	56998371.814093
17231	57075000	57027000	57147000	56907000	56787000	57507000	56997422.7886057
17232	57072000	57024000	57144000	56904000	56784000	57504000	56996473.7631184
17233	57069000	57021000	57141000	56901000	56781000	57501000	56995524.7376312
17234	57066000	57018000	57138000	56898000	56778000	57498000	56994563.7181409
17235	57063000	57015000	57135000	56895000	56775000	57495000	56993602.6986507
17236	57060000	57012000	57132000	56892000	56772000	57492000	56992641.6791604
17237	57057000	57009000	57129000	56889000	56769000	57489000	56991680.6596702
17238	57054000	57006000	57126000	56886000	56766000	57486000	56990707.6461769
17239	57051000	57003000	57123000	56883000	56763000	57483000	56989734.6326837
17240	57048000	5.7e+07	57120000	56880000	56760000	57480000	56988761.6191904
17241	57045000	56997000	57117000	56877000	56757000	57477000	56987788.6056972
17242	57042000	56994000	57114000	56874000	56754000	57474000	56986827.5862069
17243	57039000	56991000	57111000	56871000	56751000	57471000	56985878.5607196
17244	57036000	56988000	57108000	56868000	56748000	57468000	56984929.5352324
17245	57033000	56985000	57105000	56865000	56745000	57465000	56983980.5097451
17246	57030000	56982000	57102000	56862000	56742000	57462000	56983031.4842579
17247	57075000	56979000	57219000	56859000	56739000	57579000	56982082.4587706
17248	57072000	56976000	57216000	56856000	56736000	57576000	56981133.4332834
17249	57069000	56973000	57213000	56853000	56733000	57573000	56980184.4077961
17250	57066000	56970000	57210000	56850000	56730000	57570000	56979235.3823088
17251	57063000	56967000	57207000	56847000	56727000	57567000	56978286.3568216
17252	57060000	56964000	57204000	56844000	56724000	57564000	56977337.3313343
17253	57057000	56961000	57201000	56841000	56721000	57561000	56976388.3058471
17254	57054000	56958000	57198000	56838000	56718000	57558000	56975439.2803598
17255	57051000	56955000	57195000	56835000	56715000	57555000	56974490.2548726
17256	57072000	56952000	57312000	56832000	56712000	57552000	56973541.2293853
17257	57069000	56949000	57309000	56829000	56709000	57549000	56972592.2038981
17258	57066000	56946000	57306000	56826000	56706000	57546000	56971643.1784108
17259	57063000	56943000	57303000	56823000	56703000	57543000	56970694.1529235
17260	57060000	56940000	57300000	56820000	56700000	57540000	56969745.1274363
17261	57057000	56937000	57297000	56817000	56697000	57537000	56968796.101949
17262	57054000	56934000	57294000	56814000	56694000	57534000	56967847.0764618
17263	57051000	56931000	57291000	56811000	56691000	57531000	56966898.0509745
17264	57048000	56928000	57288000	56808000	56688000	57528000	56965949.0254873
17265	57069000	56925000	57285000	56805000	56685000	57645000	56965000
17266	57090000	56922000	57282000	56922000	56682000	57642000	56964050.9745127
17267	57087000	56919000	57279000	56919000	56679000	57639000	56963101.9490255
17268	57084000	56916000	57276000	56916000	56676000	57636000	56962152.9235382
17269	57081000	56913000	57273000	56913000	56673000	57633000	56961191.904048
17270	57078000	56910000	57270000	56910000	56670000	57630000	56960230.8845577
17271	57075000	56907000	57267000	56907000	56667000	57627000	56959269.8650675
17272	57072000	56904000	57264000	56904000	56664000	57624000	56958308.8455772
17273	57069000	56901000	57261000	56901000	56661000	57621000	56957347.826087
17274	57066000	56898000	57258000	56898000	56658000	57618000	56956386.8065967
17275	57063000	56895000	57255000	56895000	56655000	57615000	56955425.7871064
17276	57060000	56892000	57252000	56892000	56652000	57612000	56954476.7616192
17277	57057000	56889000	57249000	56889000	56649000	57609000	56953527.7361319
17278	57054000	56886000	57246000	56886000	56646000	57606000	56952578.7106447
17279	57051000	56883000	57243000	56883000	56643000	57603000	56951629.6851574
17280	57048000	56880000	57240000	56880000	56640000	57600000	56950680.6596702
17281	57069000	56877000	57237000	56997000	56637000	57597000	56949731.6341829
17282	57066000	56874000	57234000	56994000	56634000	57594000	56948782.6086956
17283	57063000	56871000	57231000	56991000	56631000	57591000	56947833.5832084
17284	57060000	56868000	57228000	56988000	56628000	57588000	56946884.5577211
17285	57081000	56865000	57225000	56985000	56625000	57705000	56945935.5322339
17286	57078000	56862000	57222000	56982000	56622000	57702000	56944986.5067466
17287	57075000	56859000	57219000	56979000	56619000	57699000	56944037.4812594
17288	57072000	56856000	57216000	56976000	56616000	57696000	56943088.4557721
17289	57069000	56853000	57213000	56973000	56613000	57693000	56942139.4302849
17290	57066000	56850000	57210000	56970000	56610000	57690000	56941190.4047976
17291	57087000	56967000	57207000	56967000	56607000	57687000	56940241.3793103
17292	57084000	56964000	57204000	56964000	56604000	57684000	56939292.3538231
17293	57081000	56961000	57201000	56961000	56601000	57681000	56938343.3283358
17294	57078000	56958000	57198000	56958000	56598000	57678000	56937394.3028486
17295	57075000	56955000	57195000	56955000	56595000	57675000	56936457.2713643
17296	57072000	56952000	57192000	56952000	56592000	57672000	56935520.2398801
17297	57069000	56949000	57189000	56949000	56589000	57669000	56934583.2083958
17298	57066000	56946000	57186000	56946000	56586000	57666000	56933658.1709145
17299	57063000	56943000	57183000	56943000	56583000	57663000	56932733.1334333
17300	57060000	56940000	57180000	56940000	56580000	57660000	56931820.089955
17301	57057000	56937000	57177000	56937000	56577000	57657000	56930907.0464768
17302	57054000	56934000	57174000	56934000	56574000	57654000	56929994.0029985
17303	57051000	56931000	57171000	56931000	56571000	57651000	56929068.9655172
17304	57072000	56928000	57288000	56928000	56568000	57648000	56928131.934033
17305	57069000	56925000	57285000	56925000	56565000	57645000	56927182.9085457
17306	57066000	56922000	57282000	56922000	56562000	57642000	56926233.8830585
17307	57063000	56919000	57279000	56919000	56559000	57639000	56925284.8575712
17308	57060000	56916000	57276000	56916000	56556000	57636000	56924323.838081
17309	57057000	56913000	57273000	56913000	56553000	57633000	56923362.8185907
17310	57054000	56910000	57270000	56910000	56550000	57630000	56922401.7991005
17311	57051000	56907000	57267000	56907000	56547000	57627000	56921440.7796102
17312	57048000	56904000	57264000	56904000	56544000	57624000	56920479.7601199
17313	57045000	56901000	57261000	56901000	56541000	57621000	56919518.7406297
17314	57042000	56898000	57258000	56898000	56538000	57618000	56918557.7211394
17315	57039000	56895000	57255000	56895000	56535000	57615000	56917596.7016492
17316	57036000	56892000	57252000	56892000	56532000	57612000	56916635.6821589
17317	57033000	56889000	57249000	56889000	56529000	57609000	56915674.6626687
17318	57030000	56886000	57246000	56886000	56526000	57606000	56914701.6491754
17319	57027000	56883000	57243000	56883000	56523000	57603000	56913728.6356822
17320	57024000	56880000	57240000	56880000	56520000	57600000	56912755.6221889
17321	57021000	56877000	57237000	56877000	56517000	57597000	56911782.6086957
17322	57018000	56874000	57234000	56874000	56514000	57594000	56910809.5952024
17323	57015000	56871000	57231000	56871000	56511000	57591000	56909836.5817091
17324	57012000	56868000	57228000	56868000	56508000	57588000	56908863.5682159
17325	57009000	56865000	57225000	56865000	56505000	57585000	56907890.5547226
17326	57030000	56862000	57342000	56862000	56502000	57582000	56906917.5412294
17327	57027000	56859000	57339000	56859000	56499000	57579000	56905944.5277361
17328	57024000	56856000	57336000	56856000	56496000	57576000	56904971.5142429
17329	57021000	56853000	57333000	56853000	56493000	57573000	56903998.5007496
17330	57018000	56850000	57330000	56850000	56490000	57570000	56903025.4872564
17331	57015000	56847000	57327000	56847000	56487000	57567000	56902052.4737631
17332	57036000	56844000	57324000	56844000	56604000	57564000	56901091.4542729
17333	57033000	56841000	57321000	56841000	56601000	57561000	56900118.4407796
17334	57030000	56838000	57318000	56838000	56598000	57558000	56899145.4272864
17335	57051000	56835000	57315000	56835000	56595000	57675000	56898184.4077961
17336	57048000	56832000	57312000	56832000	56592000	57672000	56897223.3883059
17337	57045000	56829000	57309000	56829000	56589000	57669000	56896262.3688156
17338	57042000	56826000	57306000	56826000	56586000	57666000	56895301.3493253
17339	57039000	56823000	57303000	56823000	56583000	57663000	56894340.3298351
17340	57036000	56820000	57300000	56820000	56580000	57660000	56893379.3103448
17341	57033000	56817000	57297000	56817000	56577000	57657000	56892418.2908546
17342	57030000	56814000	57294000	56814000	56574000	57654000	56891457.2713643
17343	57027000	56811000	57291000	56811000	56571000	57651000	56890496.2518741
17344	57024000	56808000	57288000	56808000	56568000	57648000	56889535.2323838
17345	57021000	56805000	57285000	56805000	56565000	57645000	56888574.2128936
17346	57018000	56802000	57282000	56802000	56562000	57642000	56887613.1934033
17347	57015000	56799000	57279000	56799000	56559000	57639000	56886652.173913
17348	57012000	56796000	57276000	56796000	56556000	57636000	56885691.1544228
17349	57009000	56793000	57273000	56793000	56553000	57633000	56884730.1349325
17350	57006000	56790000	57270000	56790000	56550000	57630000	56883769.1154423
17351	57003000	56787000	57267000	56787000	56547000	57627000	56882808.095952
17352	5.7e+07	56784000	57264000	56784000	56544000	57624000	56881847.0764618
17353	56997000	56781000	57261000	56781000	56541000	57621000	56880886.0569715
17354	56994000	56778000	57258000	56778000	56538000	57618000	56879925.0374813
17355	56991000	56775000	57255000	56775000	56535000	57615000	56878964.017991
17356	56988000	56772000	57252000	56772000	56532000	57612000	56878002.9985008
17357	57009000	56769000	57249000	56769000	56529000	57729000	56877041.9790105
17358	57006000	56766000	57246000	56766000	56526000	57726000	56876068.9655172
17359	57003000	56763000	57243000	56763000	56523000	57723000	56875095.952024
17360	5.7e+07	56760000	57240000	56760000	56520000	57720000	56874122.9385307
17361	56997000	56757000	57237000	56757000	56517000	57717000	56873149.9250375
17362	56994000	56754000	57234000	56754000	56514000	57714000	56872176.9115442
17363	57015000	56751000	57231000	56871000	56511000	57711000	56871203.898051
17364	57012000	56748000	57228000	56868000	56508000	57708000	56870230.8845577
17365	57033000	56865000	57225000	56865000	56505000	57705000	56869257.8710645
17366	57030000	56862000	57222000	56862000	56502000	57702000	56868284.8575712
17367	57027000	56859000	57219000	56859000	56499000	57699000	56867311.844078
17368	57024000	56856000	57216000	56856000	56496000	57696000	56866326.8365817
17369	57021000	56853000	57213000	56853000	56493000	57693000	56865341.8290855
17370	57018000	56850000	57210000	56850000	56490000	57690000	56864356.8215892
17371	57015000	56847000	57207000	56847000	56487000	57687000	56863371.814093
17372	57012000	56844000	57204000	56844000	56484000	57684000	56862386.8065967
17373	57009000	56841000	57201000	56841000	56481000	57681000	56861401.7991005
17374	57006000	56838000	57198000	56838000	56478000	57678000	56860416.7916042
17375	57003000	56835000	57195000	56835000	56475000	57675000	56859443.778111
17376	5.7e+07	56832000	57192000	56832000	56472000	57672000	56858470.7646177
17377	56997000	56829000	57189000	56829000	56469000	57669000	56857497.7511244
17378	56994000	56826000	57186000	56826000	56466000	57666000	56856524.7376312
17379	56991000	56823000	57183000	56823000	56463000	57663000	56855551.7241379
17380	56988000	56820000	57180000	56820000	56460000	57660000	56854578.7106447
17381	56985000	56817000	57177000	56817000	56457000	57657000	56853605.6971514
17382	56982000	56814000	57174000	56814000	56454000	57654000	56852632.6836582
17383	56979000	56811000	57171000	56811000	56451000	57651000	56851659.6701649
17384	56976000	56808000	57168000	56808000	56448000	57648000	56850686.6566717
17385	56973000	56805000	57165000	56805000	56445000	57645000	56849713.6431784
17386	56970000	56802000	57162000	56802000	56442000	57642000	56848740.6296852
17387	56967000	56799000	57159000	56799000	56439000	57639000	56847779.6101949
17388	56964000	56796000	57156000	56796000	56436000	57636000	56846818.5907047
17389	56961000	56793000	57153000	56793000	56433000	57633000	56845857.5712144
17390	56958000	56790000	57150000	56790000	56430000	57630000	56844896.5517241
17391	56955000	56787000	57147000	56787000	56427000	57627000	56843935.5322339
17392	56952000	56784000	57144000	56784000	56424000	57624000	56842974.5127436
17393	56949000	56781000	57141000	56781000	56421000	57621000	56842001.4992504
17394	56946000	56778000	57138000	56778000	56418000	57618000	56841028.4857571
17395	56943000	56775000	57135000	56775000	56415000	57615000	56840055.4722639
17396	56940000	56772000	57132000	56772000	56412000	57612000	56839094.4527736
17397	56937000	56769000	57129000	56769000	56409000	57609000	56838133.4332834
17398	56934000	56766000	57126000	56766000	56406000	57606000	56837172.4137931
17399	56931000	56763000	57123000	56763000	56403000	57603000	56836211.3943029
17400	56952000	56760000	57120000	56760000	56400000	57720000	56835250.3748126
17401	56949000	56757000	57117000	56757000	56397000	57717000	56834289.3553223
17402	56946000	56754000	57114000	56754000	56394000	57714000	56833328.3358321
17403	56943000	56751000	57111000	56751000	56391000	57711000	56832367.3163418
17404	56940000	56748000	57108000	56748000	56388000	57708000	56831406.2968516
17405	56937000	56745000	57105000	56745000	56385000	57705000	56830445.2773613
17406	56934000	56742000	57102000	56742000	56382000	57702000	56829484.2578711
17407	56955000	56739000	57219000	56739000	56379000	57699000	56828523.2383808
17408	56952000	56736000	57216000	56736000	56376000	57696000	56827562.2188906
17409	56949000	56733000	57213000	56733000	56373000	57693000	56826601.1994003
17410	56970000	56850000	57210000	56730000	56370000	57690000	56825652.173913
17411	56967000	56847000	57207000	56727000	56367000	57687000	56824703.1484258
17412	56964000	56844000	57204000	56724000	56364000	57684000	56823754.1229385
17413	56961000	56841000	57201000	56721000	56361000	57681000	56822817.0914543
17414	56958000	56838000	57198000	56718000	56358000	57678000	56821880.05997
17415	56955000	56835000	57195000	56715000	56355000	57675000	56820943.0284858
17416	56952000	56832000	57192000	56712000	56352000	57672000	56820017.9910045
17417	56949000	56829000	57189000	56709000	56349000	57669000	56819092.9535232
17418	56946000	56826000	57186000	56706000	56346000	57666000	56818167.916042
17419	56943000	56823000	57183000	56703000	56343000	57663000	56817254.8725637
17420	56940000	56820000	57180000	56700000	56340000	57660000	56816341.8290855
17421	56937000	56817000	57177000	56697000	56337000	57657000	56815416.7916042
17422	56934000	56814000	57174000	56694000	56334000	57654000	56814491.7541229
17423	56931000	56811000	57171000	56691000	56331000	57651000	56813566.7166417
17424	56928000	56808000	57168000	56688000	56328000	57648000	56812641.6791604
17425	56925000	56805000	57165000	56685000	56325000	57645000	56811716.6416792
17426	56922000	56802000	57162000	56682000	56322000	57642000	56810791.6041979
17427	56919000	56799000	57159000	56679000	56319000	57639000	56809866.5667166
17428	56916000	56796000	57156000	56676000	56316000	57636000	56808941.5292354
17429	56913000	56793000	57153000	56673000	56313000	57633000	56808016.4917541
17430	56910000	56790000	57150000	56670000	56310000	57630000	56807091.4542729
17431	56907000	56787000	57147000	56667000	56307000	57627000	56806166.4167916
17432	56952000	56784000	57144000	56784000	56304000	57744000	56805229.3853074
17433	56949000	56781000	57141000	56781000	56301000	57741000	56804292.3538231
17434	56946000	56778000	57138000	56778000	56298000	57738000	56803355.3223388
17435	56943000	56775000	57135000	56775000	56295000	57735000	56802418.2908546
17436	56940000	56772000	57132000	56772000	56292000	57732000	56801481.2593703
17437	56937000	56769000	57129000	56769000	56289000	57729000	56800544.2278861
17438	56934000	56766000	57126000	56766000	56286000	57726000	56799607.1964018
17439	56931000	56763000	57123000	56763000	56283000	57723000	56798670.1649175
17440	56952000	56760000	57120000	56760000	56400000	57720000	56797733.1334333
17441	56949000	56757000	57117000	56757000	56397000	57717000	56796796.101949
17442	56946000	56754000	57114000	56754000	56394000	57714000	56795859.0704648
17443	56943000	56751000	57111000	56751000	56391000	57711000	56794922.0389805
17444	56964000	56748000	57108000	56868000	56388000	57708000	56793985.0074963
17445	57009000	56865000	57225000	56865000	56385000	57705000	56793047.976012
17446	57006000	56862000	57222000	56862000	56382000	57702000	56792110.9445277
17447	57003000	56859000	57219000	56859000	56379000	57699000	56791173.9130435
17448	5.7e+07	56856000	57216000	56856000	56376000	57696000	56790236.8815592
17449	56997000	56853000	57213000	56853000	56373000	57693000	56789287.856072
17450	56994000	56850000	57210000	56850000	56370000	57690000	56788338.8305847
17451	56991000	56847000	57207000	56847000	56367000	57687000	56787389.8050975
17452	56988000	56844000	57204000	56844000	56364000	57684000	56786452.7736132
17453	56985000	56841000	57201000	56841000	56361000	57681000	56785515.7421289
17454	56982000	56838000	57198000	56838000	56358000	57678000	56784578.7106447
17455	56979000	56835000	57195000	56835000	56355000	57675000	56783641.6791604
17456	56976000	56832000	57192000	56832000	56352000	57672000	56782704.6476762
17457	56973000	56829000	57189000	56829000	56349000	57669000	56781755.6221889
17458	56970000	56826000	57186000	56826000	56346000	57666000	56780806.5967017
17459	56967000	56823000	57183000	56823000	56343000	57663000	56779857.5712144
17460	56964000	56820000	57180000	56820000	56340000	57660000	56778896.5517241
17461	56961000	56817000	57177000	56817000	56337000	57657000	56777935.5322339
