envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
4867	45207000	46239000	45999000	43359000	44799000	45639000	45088595.2023988
4868	45204000	46236000	45996000	43356000	44796000	45636000	45094098.9505247
4869	45225000	46233000	45993000	43353000	44793000	45753000	45099602.6986507
4870	45246000	46350000	45990000	43350000	44790000	45750000	45105106.4467766
4871	45243000	46347000	45987000	43347000	44787000	45747000	45110610.1949026
4872	45240000	46344000	45984000	43344000	44784000	45744000	45116113.9430285
4873	45285000	46341000	46101000	43341000	44901000	45741000	45121605.6971514
4874	45282000	46338000	46098000	43338000	44898000	45738000	45127097.4512744
4875	45279000	46335000	46095000	43335000	44895000	45735000	45132577.2113943
4876	45276000	46332000	46092000	43332000	44892000	45732000	45138032.9835082
4877	45273000	46329000	46089000	43329000	44889000	45729000	45143500.7496252
4878	45270000	46326000	46086000	43326000	44886000	45726000	45148956.5217391
4879	45291000	46323000	46083000	43443000	44883000	45723000	45154412.2938531
4880	45288000	46320000	46080000	43440000	44880000	45720000	45159868.065967
4881	45285000	46317000	46077000	43437000	44877000	45717000	45165347.826087
4882	45306000	46314000	46074000	43434000	44994000	45714000	45170827.5862069
4883	45303000	46311000	46071000	43431000	44991000	45711000	45176319.3403298
4884	45300000	46308000	46068000	43428000	44988000	45708000	45181811.0944528
4885	45297000	46305000	46065000	43425000	44985000	45705000	45187302.8485757
4886	45318000	46302000	46062000	43542000	44982000	45702000	45192782.6086957
4887	45315000	46299000	46059000	43539000	44979000	45699000	45198250.3748126
4888	45312000	46296000	46056000	43536000	44976000	45696000	45203718.1409295
4889	45333000	46293000	46053000	43533000	44973000	45813000	45209209.8950525
4890	45378000	46410000	46170000	43530000	44970000	45810000	45214701.6491754
4891	45423000	46527000	46167000	43647000	44967000	45807000	45220193.4032984
4892	45420000	46524000	46164000	43644000	44964000	45804000	45225673.1634183
4893	45417000	46521000	46161000	43641000	44961000	45801000	45231152.9235382
4894	45414000	46518000	46158000	43638000	44958000	45798000	45236620.6896552
4895	45435000	46515000	46155000	43635000	44955000	45915000	45242076.4617691
4896	45432000	46512000	46152000	43632000	44952000	45912000	45247520.2398801
4897	45429000	46509000	46149000	43629000	44949000	45909000	45252940.029985
4898	45426000	46506000	46146000	43626000	44946000	45906000	45258359.82009
4899	45423000	46503000	46143000	43623000	44943000	45903000	45263779.6101949
4900	45420000	46500000	46140000	43620000	44940000	45900000	45269187.4062969
4901	45417000	46497000	46137000	43617000	44937000	45897000	45274583.2083958
4902	45414000	46494000	46134000	43614000	44934000	45894000	45280002.9985008
4903	45435000	46491000	46131000	43611000	44931000	46011000	45285410.7946027
4904	45480000	46488000	46248000	43608000	44928000	46128000	45290818.5907047
4905	45477000	46485000	46245000	43605000	44925000	46125000	45296202.3988006
4906	45474000	46482000	46242000	43602000	44922000	46122000	45301574.2128936
4907	45471000	46479000	46239000	43599000	44919000	46119000	45306922.0389805
4908	45468000	46476000	46236000	43596000	44916000	46116000	45312281.8590705
4909	45465000	46473000	46233000	43593000	44913000	46113000	45317641.6791604
4910	45462000	46470000	46230000	43590000	44910000	46110000	45323013.4932534
4911	45459000	46467000	46227000	43587000	44907000	46107000	45328385.3073463
4912	45480000	46464000	46224000	43584000	45024000	46104000	45333757.1214393
4913	45477000	46461000	46221000	43581000	45021000	46101000	45339128.9355322
4914	45474000	46458000	46218000	43578000	45018000	46098000	45344512.7436282
4915	45471000	46455000	46215000	43575000	45015000	46095000	45349908.5457271
4916	45492000	46452000	46212000	43692000	45012000	46092000	45355280.3598201
4917	45489000	46449000	46209000	43689000	45009000	46089000	45360652.1739131
4918	45486000	46446000	46206000	43686000	45006000	46086000	45366023.988006
4919	45483000	46443000	46203000	43683000	45003000	46083000	45371395.802099
4920	45480000	46440000	46200000	43680000	4.5e+07	46080000	45376767.6161919
4921	45477000	46437000	46197000	43677000	44997000	46077000	45382139.4302849
4922	45474000	46434000	46194000	43674000	44994000	46074000	45387499.2503748
4923	45471000	46431000	46191000	43671000	44991000	46071000	45392859.0704648
4924	45468000	46428000	46188000	43668000	44988000	46068000	45398230.8845577
4925	45465000	46425000	46185000	43665000	44985000	46065000	45403614.6926537
4926	45462000	46422000	46182000	43662000	44982000	46062000	45408998.5007496
4927	45459000	46419000	46179000	43659000	44979000	46059000	45414382.3088456
4928	45456000	46416000	46176000	43656000	44976000	46056000	45419766.1169415
4929	45477000	46413000	46293000	43653000	44973000	46053000	45425161.9190405
4930	45474000	46410000	46290000	43650000	44970000	46050000	45430557.7211394
4931	45471000	46407000	46287000	43647000	44967000	46047000	45435953.5232384
4932	45468000	46404000	46284000	43644000	44964000	46044000	45441361.3193403
4933	45489000	46401000	46401000	43641000	44961000	46041000	45446745.1274363
4934	45486000	46398000	46398000	43638000	44958000	46038000	45452128.9355322
4935	45483000	46395000	46395000	43635000	44955000	46035000	45457524.7376312
4936	45480000	46392000	46392000	43632000	44952000	46032000	45462920.5397301
4937	45477000	46389000	46389000	43629000	44949000	46029000	45468316.3418291
4938	45474000	46386000	46386000	43626000	44946000	46026000	45473712.143928
4939	45495000	46383000	46383000	43623000	44943000	46143000	45479119.94003
4940	45492000	46380000	46380000	43620000	44940000	46140000	45484527.7361319
4941	45489000	46377000	46377000	43617000	44937000	46137000	45489923.5382309
4942	45486000	46374000	46374000	43614000	44934000	46134000	45495319.3403298
4943	45483000	46371000	46371000	43611000	44931000	46131000	45500715.1424288
4944	45528000	46368000	46368000	43608000	45048000	46248000	45506122.9385307
4945	45525000	46365000	46365000	43605000	45045000	46245000	45511518.7406297
4946	45522000	46362000	46362000	43602000	45042000	46242000	45516914.5427286
4947	45543000	46359000	46359000	43719000	45039000	46239000	45522298.3508246
4948	45540000	46356000	46356000	43716000	45036000	46236000	45527682.1589205
4949	45537000	46353000	46353000	43713000	45033000	46233000	45533065.9670165
4950	45534000	46350000	46350000	43710000	45030000	46230000	45538449.7751124
4951	45531000	46347000	46347000	43707000	45027000	46227000	45543833.5832084
4952	45528000	46344000	46344000	43704000	45024000	46224000	45549205.3973013
4953	45525000	46341000	46341000	43701000	45021000	46221000	45554565.2173913
4954	45546000	46338000	46338000	43698000	45138000	46218000	45559925.0374813
4955	45543000	46335000	46335000	43695000	45135000	46215000	45565272.8635682
4956	45540000	46332000	46332000	43692000	45132000	46212000	45570620.6896552
4957	45537000	46329000	46329000	43689000	45129000	46209000	45575968.5157421
4958	45534000	46326000	46326000	43686000	45126000	46206000	45581316.3418291
4959	45555000	46443000	46323000	43683000	45123000	46203000	45586676.161919
4960	45552000	46440000	46320000	43680000	45120000	46200000	45592035.982009
4961	45573000	46437000	46317000	43677000	45117000	46317000	45597395.802099
4962	45570000	46434000	46314000	43674000	45114000	46314000	45602767.6161919
4963	45567000	46431000	46311000	43671000	45111000	46311000	45608103.4482759
4964	45564000	46428000	46308000	43668000	45108000	46308000	45613427.2863568
4965	45561000	46425000	46305000	43665000	45105000	46305000	45618739.1304348
4966	45558000	46422000	46302000	43662000	45102000	46302000	45624050.9745127
4967	45555000	46419000	46299000	43659000	45099000	46299000	45629362.8185907
4968	45600000	46416000	46416000	43656000	45216000	46296000	45634650.6746627
4969	45621000	46413000	46413000	43653000	45333000	46293000	45639926.5367316
4970	45618000	46410000	46410000	43650000	45330000	46290000	45645202.3988006
4971	45663000	46407000	46407000	43767000	45447000	46287000	45650466.2668666
4972	45684000	46404000	46404000	43764000	45444000	46404000	45655730.1349325
4973	45681000	46401000	46401000	43761000	45441000	46401000	45660994.0029985
4974	45678000	46398000	46398000	43758000	45438000	46398000	45666257.8710645
4975	45699000	46515000	46395000	43755000	45435000	46395000	45671509.7451274
4976	45720000	46512000	46392000	43872000	45432000	46392000	45676749.6251874
4977	45741000	46629000	46389000	43869000	45429000	46389000	45681989.5052474
4978	45738000	46626000	46386000	43866000	45426000	46386000	45687217.3913044
4979	45735000	46623000	46383000	43863000	45423000	46383000	45692469.2653673
4980	45732000	46620000	46380000	43860000	45420000	46380000	45697697.1514243
4981	45777000	46617000	46497000	43857000	45417000	46497000	45702925.0374813
4982	45774000	46614000	46494000	43854000	45414000	46494000	45708152.9235382
4983	45795000	46731000	46491000	43851000	45411000	46491000	45713380.8095952
4984	45792000	46728000	46488000	43848000	45408000	46488000	45718608.6956522
4985	45789000	46725000	46485000	43845000	45405000	46485000	45723836.5817092
4986	45786000	46722000	46482000	43842000	45402000	46482000	45729064.4677661
4987	45783000	46719000	46479000	43839000	45399000	46479000	45734292.3538231
4988	45804000	46716000	46596000	43836000	45396000	46476000	45739520.2398801
4989	45825000	46713000	46713000	43833000	45393000	46473000	45744748.125937
4990	45846000	46710000	46710000	43950000	45390000	46470000	45749976.011994
4991	45891000	46827000	46707000	44067000	45387000	46467000	45755215.892054
4992	45888000	46824000	46704000	44064000	45384000	46464000	45760455.7721139
4993	45885000	46821000	46701000	44061000	45381000	46461000	45765707.6461769
4994	45882000	46818000	46698000	44058000	45378000	46458000	45770947.5262369
4995	45879000	46815000	46695000	44055000	45375000	46455000	45776199.4002999
4996	45900000	46932000	46692000	44052000	45372000	46452000	45781439.2803598
4997	45897000	46929000	46689000	44049000	45369000	46449000	45786679.1604198
4998	45894000	46926000	46686000	44046000	45366000	46446000	45791919.0404798
4999	45915000	46923000	46683000	44043000	45483000	46443000	45797158.9205397
5000	45960000	47040000	46680000	44040000	45600000	46440000	45802398.8005997
5001	45957000	47037000	46677000	44037000	45597000	46437000	45807638.6806597
5002	45978000	47034000	46674000	44034000	45714000	46434000	45812890.5547226
5003	45975000	47031000	46671000	44031000	45711000	46431000	45818142.4287856
5004	45996000	47028000	46788000	44028000	45708000	46428000	45823394.3028486
5005	46017000	47145000	46785000	44025000	45705000	46425000	45828646.1769116
5006	46014000	47142000	46782000	44022000	45702000	46422000	45833898.0509745
5007	46011000	47139000	46779000	44019000	45699000	46419000	45839137.9310345
5008	46008000	47136000	46776000	44016000	45696000	46416000	45844389.8050975
5009	46029000	47133000	46773000	44013000	45813000	46413000	45849629.6851574
5010	46026000	47130000	46770000	44010000	45810000	46410000	45854857.5712144
5011	46023000	47127000	46767000	44007000	45807000	46407000	45860061.4692654
5012	46044000	47124000	46764000	44124000	45804000	46404000	45865265.3673163
5013	46041000	47121000	46761000	44121000	45801000	46401000	45870469.2653673
5014	46038000	47118000	46758000	44118000	45798000	46398000	45875673.1634183
5015	46035000	47115000	46755000	44115000	45795000	46395000	45880877.0614693
5016	46032000	47112000	46752000	44112000	45792000	46392000	45886080.9595202
5017	46053000	47109000	46749000	44109000	45909000	46389000	45891284.8575712
5018	46074000	47106000	46866000	44106000	45906000	46386000	45896488.7556222
5019	46095000	47223000	46863000	44103000	45903000	46383000	45901668.6656672
5020	46116000	47220000	46860000	44100000	46020000	46380000	45906836.5817092
5021	46137000	47217000	46857000	44097000	46017000	46497000	45912028.4857571
5022	46134000	47214000	46854000	44094000	46014000	46494000	45917220.3898051
5023	46131000	47211000	46851000	44091000	46011000	46491000	45922412.2938531
5024	46152000	47208000	46848000	44208000	46008000	46488000	45927604.197901
5025	46149000	47205000	46845000	44205000	46005000	46485000	45932796.101949
5026	46146000	47202000	46842000	44202000	46002000	46482000	45938000
5027	46143000	47199000	46839000	44199000	45999000	46479000	45943179.910045
5028	46140000	47196000	46836000	44196000	45996000	46476000	45948359.82009
5029	46137000	47193000	46833000	44193000	45993000	46473000	45953539.7301349
5030	46134000	47190000	46830000	44190000	45990000	46470000	45958731.6341829
5031	46155000	47187000	46827000	44307000	45987000	46467000	45963923.5382309
5032	46152000	47184000	46824000	44304000	45984000	46464000	45969103.4482759
5033	46149000	47181000	46821000	44301000	45981000	46461000	45974295.3523238
5034	46146000	47178000	46818000	44298000	45978000	46458000	45979487.2563718
5035	46167000	47295000	46815000	44295000	45975000	46455000	45984691.1544228
5036	46164000	47292000	46812000	44292000	45972000	46452000	45989895.0524738
5037	46161000	47289000	46809000	44289000	45969000	46449000	45995110.9445277
5038	46158000	47286000	46806000	44286000	45966000	46446000	46000338.8305847
5039	46155000	47283000	46803000	44283000	45963000	46443000	46005578.7106447
5040	46176000	47280000	46800000	44280000	46080000	46440000	46010818.5907047
5041	46173000	47277000	46797000	44277000	46077000	46437000	46016058.4707646
5042	46170000	47274000	46794000	44274000	46074000	46434000	46021298.3508246
5043	46191000	47271000	46791000	44271000	46071000	46551000	46026526.2368816
5044	46188000	47268000	46788000	44268000	46068000	46548000	46031766.1169415
5045	46209000	47265000	46785000	44265000	46185000	46545000	46036994.0029985
5046	46206000	47262000	46782000	44262000	46182000	46542000	46042221.8890555
5047	46203000	47259000	46779000	44259000	46179000	46539000	46047449.7751124
5048	46200000	47256000	46776000	44256000	46176000	46536000	46052677.6611694
5049	46221000	47253000	46893000	44253000	46173000	46533000	46057893.5532234
5050	46242000	47250000	46890000	44250000	46170000	46650000	46063121.4392804
5051	46239000	47247000	46887000	44247000	46167000	46647000	46068349.3253373
5052	46236000	47244000	46884000	44244000	46164000	46644000	46073577.2113943
5053	46233000	47241000	46881000	44241000	46161000	46641000	46078805.0974513
5054	46254000	47238000	46878000	44238000	46278000	46638000	46084032.9835082
5055	46251000	47235000	46875000	44235000	46275000	46635000	46089260.8695652
5056	46248000	47232000	46872000	44232000	46272000	46632000	46094476.7616192
5057	46245000	47229000	46869000	44229000	46269000	46629000	46099692.6536732
5058	46242000	47226000	46866000	44226000	46266000	46626000	46104896.5517241
5059	46239000	47223000	46863000	44223000	46263000	46623000	46110100.4497751
5060	46236000	47220000	46860000	44220000	46260000	46620000	46115292.3538231
5061	46233000	47217000	46857000	44217000	46257000	46617000	46120484.2578711
5062	46230000	47214000	46854000	44214000	46254000	46614000	46125676.161919
5063	46227000	47211000	46851000	44211000	46251000	46611000	46130856.071964
5064	46224000	47208000	46848000	44208000	46248000	46608000	46136035.982009
5065	46269000	47205000	46965000	44325000	46245000	46605000	46141203.898051
5066	46266000	47202000	46962000	44322000	46242000	46602000	46146359.82009
5067	46263000	47199000	46959000	44319000	46239000	46599000	46151503.7481259
5068	46284000	47196000	46956000	44436000	46236000	46596000	46156647.6761619
5069	46281000	47193000	46953000	44433000	46233000	46593000	46161791.6041979
5070	46302000	47190000	46950000	44430000	46230000	46710000	46166935.5322339
5071	46347000	47187000	47067000	44547000	46227000	46707000	46172091.4542729
5072	46392000	47184000	47064000	44664000	46344000	46704000	46177223.3883059
5073	46389000	47181000	47061000	44661000	46341000	46701000	46182343.3283358
5074	46386000	47178000	47058000	44658000	46338000	46698000	46187475.2623688
5075	46383000	47175000	47055000	44655000	46335000	46695000	46192595.2023988
5076	46380000	47172000	47052000	44652000	46332000	46692000	46197715.1424288
5077	46377000	47169000	47049000	44649000	46329000	46689000	46202823.0884558
5078	46374000	47166000	47046000	44646000	46326000	46686000	46207931.0344828
5079	46395000	47163000	47043000	44643000	46323000	46803000	46213038.9805097
5080	46440000	47160000	47040000	44640000	46440000	46920000	46218134.9325337
5081	46461000	47157000	47157000	44637000	46437000	46917000	46223242.8785607
5082	46506000	47154000	47154000	44754000	46434000	47034000	46228350.8245877
5083	46503000	47151000	47151000	44751000	46431000	47031000	46233458.7706147
5084	46548000	47148000	47148000	44868000	46548000	47028000	46238554.7226387
5085	46545000	47145000	47145000	44865000	46545000	47025000	46243650.6746627
5086	46542000	47142000	47142000	44862000	46542000	47022000	46248734.6326837
5087	46539000	47139000	47139000	44859000	46539000	47019000	46253818.5907047
5088	46536000	47136000	47136000	44856000	46536000	47016000	46258902.5487256
5089	46533000	47133000	47133000	44853000	46533000	47013000	46263986.5067466
5090	46530000	47130000	47130000	44850000	46530000	47010000	46269058.4707646
5091	46527000	47127000	47127000	44847000	46527000	47007000	46274130.4347826
5092	46524000	47124000	47124000	44844000	46524000	47004000	46279202.3988006
5093	46521000	47121000	47121000	44841000	46521000	47001000	46284262.3688156
5094	46542000	47238000	47118000	44838000	46518000	46998000	46289310.3448276
5095	46539000	47235000	47115000	44835000	46515000	46995000	46294346.3268366
5096	46536000	47232000	47112000	44832000	46512000	46992000	46299382.3088456
5097	46533000	47229000	47109000	44829000	46509000	46989000	46304430.2848576
5098	46530000	47226000	47106000	44826000	46506000	46986000	46309454.2728636
5099	46551000	47223000	47103000	44823000	46503000	47103000	46314466.2668666
5100	46572000	47220000	47220000	44820000	46500000	47100000	46319466.2668666
5101	46569000	47217000	47217000	44817000	46497000	47097000	46324466.2668666
5102	46566000	47214000	47214000	44814000	46494000	47094000	46329454.2728636
5103	46611000	47211000	47211000	44811000	46611000	47211000	46334430.2848576
5104	46608000	47208000	47208000	44808000	46608000	47208000	46339418.2908546
5105	46605000	47205000	47205000	44805000	46605000	47205000	46344406.2968516
5106	46602000	47202000	47202000	44802000	46602000	47202000	46349394.3028486
5107	46599000	47199000	47199000	44799000	46599000	47199000	46354370.3148426
5108	46596000	47196000	47196000	44796000	46596000	47196000	46359346.3268366
5109	46593000	47193000	47193000	44793000	46593000	47193000	46364322.3388306
5110	46590000	47190000	47190000	44790000	46590000	47190000	46369298.3508246
5111	46587000	47187000	47187000	44787000	46587000	47187000	46374274.3628186
5112	46584000	47184000	47184000	44784000	46584000	47184000	46379238.3808096
5113	46581000	47181000	47181000	44781000	46581000	47181000	46384202.3988006
5114	46578000	47178000	47178000	44778000	46578000	47178000	46389154.4227886
5115	46575000	47175000	47175000	44775000	46575000	47175000	46394130.4347826
5116	46572000	47172000	47172000	44772000	46572000	47172000	46399106.4467766
5117	46569000	47169000	47169000	44769000	46569000	47169000	46404082.4587706
5118	46614000	47286000	47166000	44766000	46566000	47286000	46409070.4647676
5119	46635000	47403000	47163000	44763000	46563000	47283000	46414058.4707646
5120	46656000	47400000	47160000	44760000	46680000	47280000	46419034.4827586
5121	46677000	47397000	47277000	44757000	46677000	47277000	46424022.4887556
5122	46674000	47394000	47274000	44754000	46674000	47274000	46429010.4947526
5123	46719000	47391000	47271000	44751000	46791000	47391000	46433998.5007496
5124	46740000	47388000	47268000	44748000	46908000	47388000	46438986.5067466
5125	46737000	47385000	47265000	44745000	46905000	47385000	46443962.5187406
5126	46734000	47382000	47262000	44742000	46902000	47382000	46448938.5307346
5127	46731000	47379000	47259000	44739000	46899000	47379000	46453902.5487256
5128	46752000	47496000	47256000	44736000	46896000	47376000	46458878.5607196
5129	46749000	47493000	47253000	44733000	46893000	47373000	46463854.5727136
5130	46746000	47490000	47250000	44730000	46890000	47370000	46468830.5847076
5131	46767000	47487000	47247000	44847000	46887000	47367000	46473818.5907047
5132	46764000	47484000	47244000	44844000	46884000	47364000	46478806.5967017
5133	46785000	47481000	47241000	44961000	46881000	47361000	46483794.6026987
5134	46782000	47478000	47238000	44958000	46878000	47358000	46488770.6146927
5135	46779000	47475000	47235000	44955000	46875000	47355000	46493746.6266867
5136	46800000	47472000	47232000	44952000	46872000	47472000	46498722.6386807
5137	46797000	47469000	47229000	44949000	46869000	47469000	46503686.6566717
5138	46794000	47466000	47226000	44946000	46866000	47466000	46508650.6746627
5139	46791000	47463000	47223000	44943000	46863000	47463000	46513614.6926537
5140	46788000	47460000	47220000	44940000	46860000	47460000	46518566.7166417
5141	46833000	47457000	47217000	45057000	46977000	47457000	46523518.7406297
5142	46854000	47574000	47214000	45054000	46974000	47454000	46528470.7646177
5143	46851000	47571000	47211000	45051000	46971000	47451000	46533422.7886057
5144	46848000	47568000	47208000	45048000	46968000	47448000	46538374.8125937
5145	46869000	47685000	47205000	45045000	46965000	47445000	46543338.8305847
5146	46866000	47682000	47202000	45042000	46962000	47442000	46548302.8485757
5147	46863000	47679000	47199000	45039000	46959000	47439000	46553266.8665667
5148	46884000	47676000	47196000	45036000	47076000	47436000	46558230.8845577
5149	46881000	47673000	47193000	45033000	47073000	47433000	46563206.8965517
5150	46878000	47670000	47190000	45030000	47070000	47430000	46568182.9085457
5151	46875000	47667000	47187000	45027000	47067000	47427000	46573158.9205397
5152	46872000	47664000	47184000	45024000	47064000	47424000	46578134.9325337
5153	46869000	47661000	47181000	45021000	47061000	47421000	46583110.9445277
5154	46890000	47658000	47178000	45138000	47058000	47418000	46588098.9505247
5155	46911000	47655000	47175000	45135000	47055000	47535000	46593086.9565217
5156	46908000	47652000	47172000	45132000	47052000	47532000	46598074.9625187
5157	46905000	47649000	47169000	45129000	47049000	47529000	46603062.9685157
5158	46902000	47646000	47166000	45126000	47046000	47526000	46608062.9685157
5159	46899000	47643000	47163000	45123000	47043000	47523000	46613062.9685157
5160	46920000	47640000	47160000	45120000	47160000	47520000	46618050.9745127
5161	46917000	47637000	47157000	45117000	47157000	47517000	46623038.9805097
5162	46914000	47634000	47154000	45114000	47154000	47514000	46628014.9925037
5163	46911000	47631000	47151000	45111000	47151000	47511000	46632991.0044978
5164	46908000	47628000	47148000	45108000	47148000	47508000	46637967.0164918
5165	46905000	47625000	47145000	45105000	47145000	47505000	46642931.0344828
5166	46926000	47622000	47142000	45102000	47142000	47622000	46647895.0524738
5167	46923000	47619000	47139000	45099000	47139000	47619000	46652859.0704648
5168	46920000	47616000	47136000	45096000	47136000	47616000	46657823.0884558
5169	46917000	47613000	47133000	45093000	47133000	47613000	46662751.1244378
5170	46914000	47610000	47130000	45090000	47130000	47610000	46667679.1604198
5171	46911000	47607000	47127000	45087000	47127000	47607000	46672595.2023988
5172	46932000	47724000	47124000	45084000	47124000	47604000	46677499.2503748
5173	46929000	47721000	47121000	45081000	47121000	47601000	46682391.3043478
5174	46950000	47718000	47118000	45078000	47118000	47718000	46687283.3583208
5175	46971000	47715000	47115000	45195000	47115000	47715000	46692175.4122939
5176	46968000	47712000	47112000	45192000	47112000	47712000	46697079.4602699
5177	46965000	47709000	47109000	45189000	47109000	47709000	46701959.5202399
5178	46962000	47706000	47106000	45186000	47106000	47706000	46706839.5802099
5179	46983000	47703000	47103000	45183000	47103000	47823000	46711707.6461769
5180	46980000	47700000	47100000	45180000	47100000	47820000	46716575.7121439
5181	46977000	47697000	47097000	45177000	47097000	47817000	46721431.784108
5182	47046000	47814000	47094000	45294000	47214000	47814000	46726263.868066
5183	47043000	47811000	47091000	45291000	47211000	47811000	46731095.952024
5184	47040000	47808000	47088000	45288000	47208000	47808000	46735928.035982
5185	47061000	47805000	47085000	45405000	47205000	47805000	46740748.125937
5186	47058000	47802000	47082000	45402000	47202000	47802000	46745580.2098951
5187	47055000	47799000	47079000	45399000	47199000	47799000	46750412.2938531
5188	47076000	47796000	47076000	45516000	47196000	47796000	46755244.3778111
5189	47073000	47793000	47073000	45513000	47193000	47793000	46760076.4617691
5190	47070000	47790000	47070000	45510000	47190000	47790000	46764908.5457271
5191	47091000	47787000	47067000	45627000	47187000	47787000	46769728.6356822
5192	47112000	47784000	47064000	45744000	47184000	47784000	46774548.7256372
5193	47109000	47781000	47061000	45741000	47181000	47781000	46779356.8215892
5194	47106000	47778000	47058000	45738000	47178000	47778000	46784152.9235382
5195	47103000	47775000	47055000	45735000	47175000	47775000	46788949.0254873
5196	47148000	47772000	47172000	45732000	47292000	47772000	46793745.1274363
5197	47145000	47769000	47169000	45729000	47289000	47769000	46798553.2233883
5198	47142000	47766000	47166000	45726000	47286000	47766000	46803361.3193403
5199	47163000	47763000	47163000	45843000	47283000	47763000	46808169.4152924
5200	47184000	47760000	47160000	45840000	47280000	47880000	46812977.5112444
5201	47181000	47757000	47157000	45837000	47277000	47877000	46817773.6131934
5202	47202000	47754000	47274000	45834000	47274000	47874000	46822569.7151424
5203	47199000	47751000	47271000	45831000	47271000	47871000	46827353.8230885
5204	47196000	47748000	47268000	45828000	47268000	47868000	46832125.9370315
5205	47193000	47745000	47265000	45825000	47265000	47865000	46836898.0509745
5206	47214000	47742000	47262000	45822000	47262000	47982000	46841658.1709145
5207	47211000	47739000	47259000	45819000	47259000	47979000	46846442.2788606
5208	47208000	47736000	47256000	45816000	47256000	47976000	46851226.3868066
5209	47205000	47733000	47253000	45813000	47253000	47973000	46856010.4947526
5210	47202000	47730000	47250000	45810000	47250000	47970000	46860782.6086956
5211	47199000	47727000	47247000	45807000	47247000	47967000	46865542.7286357
5212	47196000	47724000	47244000	45804000	47244000	47964000	46870302.8485757
5213	47217000	47721000	47361000	45801000	47241000	47961000	46875050.9745127
5214	47214000	47718000	47358000	45798000	47238000	47958000	46879799.1004498
5215	47211000	47715000	47355000	45795000	47235000	47955000	46884559.2203898
5216	47208000	47712000	47352000	45792000	47232000	47952000	46889319.3403298
5217	47229000	47709000	47349000	45789000	47229000	48069000	46894079.4602699
5218	47250000	47826000	47346000	45786000	47226000	48066000	46898827.5862069
5219	47247000	47823000	47343000	45783000	47223000	48063000	46903563.7181409
5220	47268000	47820000	47340000	45780000	47340000	48060000	46908287.856072
5221	47289000	47937000	47337000	45777000	47337000	48057000	46913000
5222	47310000	47934000	47334000	45774000	47454000	48054000	46917700.149925
5223	47307000	47931000	47331000	45771000	47451000	48051000	46922388.3058471
5224	47304000	47928000	47328000	45768000	47448000	48048000	46927088.4557721
5225	47301000	47925000	47325000	45765000	47445000	48045000	46931776.6116942
5226	47298000	47922000	47322000	45762000	47442000	48042000	46936452.7736132
5227	47295000	47919000	47319000	45759000	47439000	48039000	46941128.9355322
5228	47292000	47916000	47316000	45756000	47436000	48036000	46945805.0974513
5229	47289000	47913000	47313000	45753000	47433000	48033000	46950481.2593703
5230	47334000	48030000	47310000	45870000	47430000	48030000	46955145.4272864
5231	47331000	48027000	47307000	45867000	47427000	48027000	46959797.6011994
5232	47328000	48024000	47304000	45864000	47424000	48024000	46964437.7811094
5233	47325000	48021000	47301000	45861000	47421000	48021000	46969065.9670165
5234	47370000	48138000	47418000	45858000	47418000	48018000	46973682.1589205
5235	47367000	48135000	47415000	45855000	47415000	48015000	46978286.3568216
5236	47364000	48132000	47412000	45852000	47412000	48012000	46982890.5547226
5237	47361000	48129000	47409000	45849000	47409000	48009000	46987482.7586207
5238	47358000	48126000	47406000	45846000	47406000	48006000	46992074.9625188
5239	47379000	48123000	47403000	45843000	47403000	48123000	46996667.1664168
5240	47376000	48120000	47400000	45840000	47400000	48120000	47001259.3703148
5241	47421000	48117000	47397000	45837000	47517000	48237000	47005839.5802099
5242	47418000	48114000	47394000	45834000	47514000	48234000	47010407.796102
5243	47415000	48111000	47391000	45831000	47511000	48231000	47014964.017991
5244	47412000	48108000	47388000	45828000	47508000	48228000	47019520.2398801
5245	47409000	48105000	47385000	45825000	47505000	48225000	47024076.4617691
5246	47406000	48102000	47382000	45822000	47502000	48222000	47028632.6836582
5247	47403000	48099000	47379000	45819000	47499000	48219000	47033188.9055472
5248	47400000	48096000	47376000	45816000	47496000	48216000	47037733.1334333
5249	47397000	48093000	47373000	45813000	47493000	48213000	47042277.3613193
5250	47394000	48090000	47370000	45810000	47490000	48210000	47046833.5832084
5251	47415000	48087000	47367000	45807000	47607000	48207000	47051389.8050975
5252	47412000	48084000	47364000	45804000	47604000	48204000	47055946.0269865
5253	47409000	48081000	47361000	45801000	47601000	48201000	47060502.2488756
5254	47430000	48078000	47358000	45918000	47598000	48198000	47065058.4707646
5255	47451000	48075000	47355000	46035000	47595000	48195000	47069614.6926537
5256	47448000	48072000	47352000	46032000	47592000	48192000	47074170.9145427
5257	47445000	48069000	47349000	46029000	47589000	48189000	47078727.1364318
5258	47442000	48066000	47346000	46026000	47586000	48186000	47083283.3583208
5259	47439000	48063000	47343000	46023000	47583000	48183000	47087827.5862069
5260	47436000	48060000	47340000	46020000	47580000	48180000	47092371.814093
5261	47433000	48057000	47337000	46017000	47577000	48177000	47096916.041979
5262	47430000	48054000	47334000	46014000	47574000	48174000	47101460.2698651
5263	47427000	48051000	47331000	46011000	47571000	48171000	47105992.5037481
5264	47424000	48048000	47328000	46008000	47568000	48168000	47110512.7436282
5265	47421000	48045000	47325000	46005000	47565000	48165000	47115032.9835082
5266	47442000	48162000	47322000	46002000	47562000	48162000	47119541.2293853
